# SCAN started at: 2017-07-12 11:39:11
# Elen_Scan Mass: 20.5 Resolution: 30
# ----------------------------------------
# 
21.2	14.9	0	10	0	10	0	30	10	10	10	30	10	20	10	10	10	10	40	40	0	0	40	0	10	0	20	10	0	10	0	10	30	20	10	20	20	30	50	10	30	10	10	0	0	0	0	20	0	0	30	10	30	20	30	0	60	0	30	40	10	50	30	0	20	20	40	20	10	0	10	0	0	40	10	10	0	40	30	0	10	0	30	0	20	20	0	0	0	0	40	20	20	10	10	0	10	20	0	0	10	0	0	30	0	20	10	10	0	30	10	30	70	60	10	30	20	30	20	10	10	40	60	20	10	10	40	20	20	20	0	0	0	20	10	10	20	20	10	10	0	20	20	10	20	40	20	10	50	0	10	0	0	60	0	0	0	20	10	10	0	10	0	10	10	10	50	10	20	0	0	20	20	10	0	10	20	0	0	30	20	20	20	0	0	30	10	0	10	0	0	30	0	30	10	20	0	20	0	20	20	10	0	10	20	0	50	30	0	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.22	19.24	40	10	20	0	40	20	20	10	10	20	30	30	40	0	0	20	40	50	10	60	30	30	20	10	20	30	0	10	30	10	0	30	30	0	10	30	20	10	30	40	0	30	10	20	10	40	0	20	10	40	0	10	10	10	40	0	20	10	0	10	0	0	20	0	30	50	20	20	20	0	20	0	10	30	20	0	10	0	10	0	40	30	20	60	20	0	0	10	30	30	30	10	30	30	50	20	0	30	10	50	10	20	10	20	0	30	10	20	30	0	20	30	10	20	10	40	10	20	20	90	10	10	10	20	0	10	20	40	30	10	0	10	30	10	40	0	10	10	0	20	10	30	20	10	20	30	40	30	40	0	40	10	0	50	0	30	30	0	0	10	50	30	30	0	40	10	10	20	10	40	0	10	20	20	10	70	20	30	30	10	30	20	20	20	10	20	10	0	20	20	30	20	50	0	20	0	0	30	20	20	20	20	20	10	10	30	20	20	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.24	14.33	20	20	0	0	0	0	40	0	20	20	10	20	0	10	20	0	70	20	40	0	20	10	0	0	10	20	40	10	0	0	20	0	0	0	10	0	10	10	10	0	20	0	0	50	0	20	0	10	10	10	30	10	0	10	10	10	0	20	20	40	20	10	20	10	10	0	30	20	30	10	30	20	0	30	30	70	20	0	0	10	0	10	0	30	50	10	30	20	10	10	30	30	20	0	0	0	0	20	10	0	0	0	10	30	20	50	0	0	30	0	10	10	40	30	0	10	10	30	20	30	20	20	10	0	20	30	20	20	0	20	20	50	0	20	0	10	10	30	0	20	20	10	0	10	10	30	40	0	40	10	0	30	20	10	10	20	10	0	10	0	20	10	10	20	10	20	20	10	10	10	20	40	10	20	10	20	10	10	30	0	0	30	10	20	0	30	0	0	10	20	50	0	0	30	10	10	10	20	30	20	10	0	10	0	10	10	0	20	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.26	17.48	20	30	20	10	10	0	20	30	20	0	10	0	10	30	0	10	30	20	10	40	10	50	30	40	20	10	0	20	20	20	20	10	40	30	40	0	10	0	0	0	10	20	20	20	90	30	30	30	50	30	20	0	10	10	30	0	0	60	20	10	0	0	0	0	0	10	0	0	40	0	20	10	50	0	20	10	10	0	0	20	20	20	0	10	20	0	0	60	40	0	10	20	0	40	40	20	40	20	20	10	20	40	30	50	0	20	0	0	20	0	30	70	10	10	10	10	20	0	20	50	60	20	10	20	0	20	20	20	30	0	0	10	50	0	0	10	30	10	20	0	20	0	10	0	20	10	0	20	0	30	20	30	10	10	70	30	10	0	40	0	10	10	0	20	10	0	20	0	0	0	20	0	50	10	40	50	10	30	10	50	0	0	40	20	20	10	30	30	20	0	30	10	0	30	10	10	0	20	0	20	0	30	30	20	10	10	60	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.28	16.38	20	0	10	0	30	50	20	30	30	10	30	10	10	0	0	10	20	10	0	0	10	0	10	0	30	30	10	0	30	40	20	20	40	20	40	20	0	30	30	70	10	20	40	30	20	0	60	10	10	20	10	10	10	10	10	20	10	20	10	20	0	20	10	10	20	30	10	30	20	20	0	0	20	0	10	20	0	30	10	0	0	0	10	20	60	30	40	0	20	10	30	20	0	30	20	10	0	0	20	20	40	10	0	30	0	10	30	20	0	0	0	20	0	0	10	10	10	10	30	10	40	40	40	20	20	20	60	0	20	0	30	0	20	0	0	0	0	10	20	20	0	0	30	10	30	20	10	10	20	30	20	10	20	0	30	10	10	40	20	20	10	30	10	0	40	20	10	0	20	30	30	10	20	10	20	20	0	0	20	0	0	10	0	40	20	10	10	10	0	10	20	10	10	20	20	10	20	20	20	70	40	10	0	0	0	0	40	10	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.3	18.19	30	0	50	0	40	0	60	0	20	10	0	10	0	10	20	10	20	50	20	20	10	30	50	20	20	10	0	10	0	20	20	0	10	30	10	0	50	10	0	40	30	30	30	20	20	20	10	0	20	30	10	50	60	20	70	20	0	10	40	10	10	20	20	20	30	10	20	0	10	0	0	50	30	10	0	30	0	0	10	20	0	0	20	0	20	30	20	0	20	70	30	30	0	0	20	0	0	0	20	10	30	30	30	20	10	30	10	10	30	10	0	0	0	30	30	30	30	40	30	20	0	0	10	20	0	0	30	10	30	10	10	20	10	10	0	30	50	10	30	10	30	60	20	10	0	10	0	50	20	0	0	10	0	30	20	10	40	20	20	10	30	30	20	10	0	10	30	20	20	60	20	10	10	0	60	20	0	0	0	40	40	50	30	20	10	10	10	40	30	20	0	10	10	0	40	0	10	40	20	20	20	0	0	40	30	20	10	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.32	19.81	20	10	30	0	10	20	30	30	0	0	30	0	30	10	10	20	10	20	10	20	10	20	50	20	0	30	0	0	20	20	40	30	10	0	0	30	30	0	20	0	0	30	20	40	20	0	20	10	30	20	20	30	10	10	10	20	40	40	20	10	30	30	30	60	30	10	60	10	20	0	20	0	50	40	10	0	20	50	30	10	10	0	20	10	40	0	30	40	20	40	0	50	60	10	10	10	10	20	60	10	0	40	30	0	30	30	20	10	10	50	10	20	0	20	40	20	0	0	40	10	0	0	10	0	20	60	40	40	0	0	10	50	10	40	0	0	10	20	10	20	0	20	10	0	80	60	30	30	30	30	20	20	30	20	10	20	0	70	30	0	20	30	0	30	20	10	80	0	10	30	20	30	10	0	20	0	20	20	30	0	20	30	40	30	0	50	0	10	20	10	10	0	30	40	0	30	10	10	10	30	10	20	20	10	0	20	40	20	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.34	19.95	0	50	40	40	20	50	80	0	0	20	0	10	40	20	20	60	0	0	10	10	20	10	0	20	30	50	20	0	40	30	20	90	10	20	30	20	30	20	20	0	20	30	20	10	10	0	30	10	40	0	10	0	20	20	10	10	10	20	10	30	30	40	0	40	10	20	20	20	30	10	20	30	10	70	30	0	50	30	10	40	10	40	30	30	10	0	30	0	0	40	10	10	0	70	30	30	0	0	20	60	10	0	20	60	20	0	50	30	10	30	10	0	0	10	40	20	20	0	10	0	10	20	20	40	10	0	70	40	10	40	20	10	0	10	40	50	10	0	0	30	20	40	10	20	10	20	50	20	20	40	10	10	10	10	0	40	60	20	10	10	10	50	0	30	0	20	0	20	0	10	20	30	0	0	0	20	30	10	0	10	20	20	50	20	0	10	10	0	30	10	0	20	10	20	10	20	0	40	10	0	30	0	30	10	10	10	40	20	20	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.36	18.48	30	20	10	30	30	0	0	0	10	20	10	10	0	10	10	10	30	40	20	50	0	30	0	30	20	50	40	30	0	10	70	20	0	10	0	30	40	0	30	10	30	0	30	10	10	20	30	20	10	60	60	20	40	10	0	40	20	40	10	40	10	10	10	10	20	30	20	30	10	0	20	10	0	10	0	30	30	20	10	10	40	10	0	10	40	10	30	10	0	10	0	10	40	0	0	0	40	0	20	0	20	0	30	60	30	10	10	20	0	20	30	50	40	10	50	10	0	40	20	0	40	30	0	30	10	30	0	10	40	10	0	10	30	10	60	0	0	0	40	30	10	10	10	40	30	10	0	20	20	50	60	50	30	30	10	30	30	20	20	0	10	40	30	30	20	10	0	0	0	10	20	10	40	30	0	10	0	20	0	10	30	10	10	20	20	10	10	40	20	10	0	10	10	40	0	20	30	20	0	0	0	0	0	30	0	20	10	30	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.38	18.9	10	0	30	10	40	40	10	0	10	30	10	10	0	30	50	20	30	0	30	10	0	50	50	10	10	20	30	30	0	10	30	10	0	10	0	10	30	0	20	20	10	10	30	30	30	20	10	0	0	0	20	40	10	40	20	20	0	40	10	20	40	10	10	30	30	10	0	10	40	30	20	20	30	20	10	0	10	0	10	60	20	20	10	0	10	0	0	0	20	30	0	10	30	30	30	30	60	10	10	20	30	40	10	30	0	0	20	10	40	20	10	0	0	20	30	20	0	20	40	60	10	0	40	60	10	0	50	20	50	20	0	0	30	50	10	10	10	0	0	20	20	30	0	20	0	20	40	10	0	40	60	50	30	10	30	40	0	40	30	20	10	0	0	60	0	30	10	10	0	10	10	10	10	30	10	0	60	10	40	10	10	10	0	20	10	10	50	30	0	30	50	40	40	0	30	0	20	10	0	10	10	20	10	0	10	10	0	30	20	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.4	20.76	20	0	40	20	40	30	40	10	20	30	10	0	10	20	60	0	30	10	50	20	40	10	30	10	20	20	30	0	20	20	0	30	10	0	0	20	30	10	20	30	40	20	60	50	30	50	30	0	20	30	20	30	0	0	0	10	20	0	20	40	10	30	20	0	0	10	0	40	0	10	30	60	0	10	0	10	0	10	0	20	0	70	20	10	20	30	20	0	30	0	0	20	70	10	10	70	30	20	10	10	30	50	0	30	10	0	50	20	20	10	10	0	40	20	40	20	30	40	40	40	50	20	0	20	20	0	10	20	20	20	40	50	50	20	0	20	20	30	20	30	20	0	20	20	50	40	30	0	10	20	10	30	20	0	10	40	0	0	0	20	40	40	0	40	10	10	0	10	0	30	20	20	40	30	40	30	20	20	20	10	0	30	20	40	10	20	30	10	10	10	20	10	40	20	30	20	10	10	70	30	10	20	20	50	20	10	10	20	30	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.42	19.71	30	0	20	40	10	20	10	0	10	70	20	20	10	10	0	40	30	40	30	0	20	0	40	20	0	0	0	20	0	20	30	30	10	30	0	10	10	20	0	0	10	40	20	30	0	0	40	20	10	30	30	0	10	20	20	20	0	0	30	20	10	20	10	30	30	40	0	30	10	20	20	20	10	30	30	0	20	10	40	30	0	20	10	20	80	20	10	30	20	30	20	30	30	10	10	40	30	40	30	0	70	50	0	0	20	10	0	20	20	20	30	30	30	40	40	40	20	10	0	10	40	20	0	20	0	10	20	40	30	20	0	0	20	0	30	0	30	20	30	20	20	0	40	10	30	30	10	30	40	0	30	30	30	10	40	20	50	30	0	20	20	10	0	20	20	50	40	60	20	10	20	40	30	10	10	10	10	0	50	30	30	20	20	40	20	20	30	10	20	50	10	0	0	10	20	10	20	20	0	0	10	10	0	20	10	30	10	0	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.44	19.95	30	60	30	30	40	0	10	30	20	0	0	30	0	10	10	30	10	0	20	40	10	50	20	10	10	40	20	10	30	10	30	40	10	10	20	10	40	0	20	40	30	20	0	20	30	50	20	40	50	30	20	0	30	0	40	20	20	40	10	20	20	10	0	10	0	0	20	10	10	30	20	10	20	30	30	10	20	0	90	50	0	10	50	20	20	20	0	70	10	0	20	0	30	20	10	0	0	0	20	40	20	20	0	40	20	30	60	0	50	20	20	0	10	20	30	10	30	10	0	30	50	10	30	20	10	20	10	0	30	10	0	10	10	20	0	10	10	70	0	0	10	50	10	20	10	20	20	10	60	20	110	10	60	40	10	40	20	20	20	30	40	10	30	40	10	20	20	10	0	10	50	30	30	30	0	10	0	0	20	0	20	20	20	30	10	10	0	0	10	20	0	0	30	30	0	10	40	0	0	30	60	10	20	50	10	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.46	22.29	10	30	10	30	20	40	0	10	50	10	10	30	30	40	20	20	120	40	50	0	10	40	20	20	30	40	50	0	20	20	20	30	50	40	20	0	0	10	40	20	40	10	30	40	0	20	0	10	10	50	10	30	30	10	20	40	20	20	0	20	20	10	30	30	30	40	50	0	20	10	10	60	10	30	30	10	0	30	0	20	20	10	10	10	40	30	20	30	10	30	20	0	10	30	30	20	50	10	10	20	10	40	20	0	30	40	0	50	10	10	0	40	40	30	30	50	50	10	20	30	30	0	40	0	20	0	40	10	70	10	10	20	0	50	40	40	10	0	20	20	0	0	10	10	70	30	20	20	40	40	30	40	40	30	30	0	20	60	30	90	20	20	80	20	10	10	10	0	20	30	0	20	0	0	0	30	40	30	50	30	0	30	20	20	0	30	30	0	10	10	0	10	10	20	10	0	10	20	0	0	10	10	20	20	10	10	0	50	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.48	21.86	10	50	10	40	30	20	0	40	10	0	10	0	40	30	40	0	10	40	40	20	0	10	30	40	60	40	60	30	0	30	0	10	30	50	50	40	30	40	20	50	30	30	10	70	30	20	40	20	20	30	10	40	30	30	20	10	50	10	0	30	10	0	20	20	0	0	0	20	20	30	20	10	30	30	30	50	80	60	30	10	0	0	20	10	0	20	20	20	40	20	30	40	10	30	20	10	0	30	0	10	10	10	0	30	10	40	0	0	10	20	0	10	10	10	40	50	10	0	50	30	10	0	10	10	0	50	0	10	20	10	0	80	50	20	40	10	10	30	0	0	20	40	0	10	40	20	50	60	10	40	20	40	20	10	40	30	30	10	0	10	20	10	10	20	10	30	0	0	50	50	20	20	10	50	20	10	40	10	0	40	40	10	30	10	20	30	10	10	20	0	10	10	0	30	40	0	30	0	20	30	30	10	20	30	30	30	10	10	20	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.5	23.67	20	80	10	30	20	10	0	20	0	0	30	0	0	20	40	10	10	0	30	20	30	20	50	0	30	50	60	20	70	50	10	20	10	10	70	0	20	0	30	20	20	50	0	20	20	30	60	20	0	20	10	50	70	20	0	20	30	60	20	20	20	30	30	30	20	10	40	30	10	20	0	0	40	30	20	30	40	0	30	10	20	20	50	20	10	40	10	20	10	40	40	10	70	30	20	30	60	10	30	20	30	20	10	70	0	50	40	20	20	10	10	30	10	60	0	10	50	10	50	20	20	40	30	20	20	10	10	30	30	10	30	50	0	20	10	30	40	40	20	20	20	60	60	10	30	10	10	10	10	30	10	20	10	50	60	40	40	20	0	10	0	10	30	0	0	50	40	20	40	30	0	20	50	30	10	30	10	10	20	30	40	30	0	50	40	20	10	20	0	60	40	30	20	20	20	0	0	0	0	30	0	10	30	10	0	30	30	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.52	21.67	40	10	20	20	10	10	20	10	50	60	0	60	50	30	20	0	10	10	20	20	10	20	20	10	10	10	10	20	0	20	10	10	50	20	20	10	40	10	30	50	10	0	20	0	10	30	10	0	0	10	20	0	20	30	10	50	40	50	0	0	50	30	0	30	10	20	20	10	20	10	10	10	60	30	100	40	0	10	0	10	20	20	50	10	20	0	0	20	30	10	0	30	30	10	30	30	30	20	30	10	30	10	0	20	10	10	40	0	0	60	20	20	0	60	40	30	20	20	10	20	10	10	30	20	50	60	10	30	70	40	40	0	50	40	20	20	10	10	10	40	20	20	10	30	20	60	90	10	10	30	50	20	10	20	0	50	40	20	0	20	10	30	20	0	20	20	30	50	10	60	0	10	10	10	10	30	0	10	0	30	20	40	10	10	10	20	10	40	40	30	10	10	10	10	30	10	50	40	10	20	20	10	30	10	30	20	30	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.54	23.38	40	10	20	0	0	10	40	20	40	10	0	40	0	0	20	70	40	60	10	10	10	40	30	10	30	0	80	30	30	30	0	10	50	20	20	30	10	0	20	50	30	10	50	20	10	10	70	20	10	20	20	20	20	10	20	20	50	10	30	10	50	0	30	10	30	30	10	60	10	10	10	10	20	30	50	20	0	60	20	30	50	20	10	0	50	30	10	10	0	30	50	40	20	10	10	60	30	30	0	50	30	10	20	0	20	20	40	70	0	30	30	10	50	10	40	0	30	30	0	0	0	40	0	40	30	20	10	10	10	0	20	10	20	40	20	40	30	10	40	20	10	20	40	20	30	30	20	20	50	20	40	20	10	0	20	20	30	20	40	0	10	70	10	30	30	60	30	20	30	10	0	40	20	0	10	50	20	10	0	50	30	30	40	10	40	10	40	10	10	20	20	20	20	20	0	40	20	20	10	0	40	40	30	20	50	0	10	40	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.56	28.29	10	30	20	50	20	20	40	10	20	10	10	30	30	0	0	40	10	60	20	50	40	60	40	60	40	50	20	40	10	20	10	30	30	20	30	80	50	0	10	20	30	20	20	10	20	30	50	40	20	40	30	20	40	30	10	30	40	40	30	0	30	10	10	20	0	10	30	80	30	0	30	20	10	0	0	20	0	20	70	30	60	80	0	0	10	90	30	10	40	20	30	30	20	0	0	50	40	0	40	0	60	40	20	10	50	40	10	40	10	40	40	10	30	10	10	50	30	80	30	20	30	60	50	20	70	50	20	40	60	0	20	30	40	100	20	20	10	10	30	10	20	20	0	40	0	20	50	30	20	60	50	0	30	40	10	20	30	40	10	40	60	10	90	10	40	50	20	30	20	60	40	40	20	40	10	10	40	20	30	40	50	20	10	70	20	20	70	30	40	30	10	10	10	10	30	10	40	0	10	30	10	30	0	10	50	20	40	20	20	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.58	25.1	0	60	60	40	0	30	0	20	50	60	30	40	50	40	40	30	10	30	20	30	40	10	40	60	20	0	20	40	0	10	0	10	30	40	10	30	20	30	40	20	20	0	10	30	20	60	10	80	0	40	0	40	40	40	30	30	10	0	10	40	30	10	0	10	20	70	30	60	40	40	50	20	0	10	0	0	20	0	40	30	10	30	50	20	10	20	10	40	10	10	20	50	20	20	20	40	10	40	10	10	20	10	10	0	30	10	60	0	10	0	60	0	20	0	40	40	20	0	30	10	30	10	50	0	20	0	10	0	40	40	10	50	40	30	10	20	70	20	30	30	60	20	70	30	30	60	10	60	30	10	10	20	10	40	30	30	20	30	20	40	0	20	60	20	50	0	30	20	70	40	30	20	10	30	30	10	20	40	10	20	0	60	0	0	30	30	10	20	40	0	40	20	0	10	50	30	50	40	0	20	0	30	0	30	20	10	20	40	70	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.6	24.62	0	40	10	10	50	0	30	20	30	10	40	50	10	30	20	0	20	10	60	20	30	10	10	20	60	20	20	0	20	50	20	20	40	10	30	0	30	10	10	20	50	20	10	20	60	0	20	50	40	50	20	40	60	60	40	20	20	40	30	10	50	0	30	50	10	10	40	70	50	30	0	10	10	40	10	0	30	20	10	30	30	0	60	40	10	20	30	10	50	40	10	20	20	0	10	30	0	20	40	10	0	20	20	0	10	10	0	10	10	10	0	40	0	70	20	10	30	10	10	60	50	0	60	50	30	20	50	30	50	20	10	20	20	0	10	20	10	0	10	40	10	20	30	0	60	30	0	30	30	10	10	30	40	20	20	0	30	20	40	0	20	40	40	30	20	60	30	50	30	0	0	80	40	10	30	20	20	40	50	80	30	30	50	60	10	20	20	30	0	20	20	30	60	30	30	10	20	10	10	10	0	50	30	20	10	20	30	20	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.62	23.33	0	0	30	20	40	20	30	20	80	30	10	30	40	0	20	0	40	30	20	30	20	30	50	20	70	80	50	20	0	60	20	20	30	40	40	50	50	10	0	10	0	30	10	10	10	60	30	20	40	0	10	10	20	10	40	10	10	10	20	0	30	40	0	0	40	20	20	40	0	0	10	20	0	30	20	10	20	20	0	20	20	10	60	60	30	10	20	20	20	40	40	20	20	40	20	80	40	60	20	20	50	50	20	10	10	10	20	30	10	10	0	0	60	30	10	0	30	10	10	0	30	60	40	20	20	10	60	50	0	30	20	0	20	70	40	10	10	20	10	40	20	20	20	20	20	10	20	10	20	30	10	20	30	20	40	20	70	30	30	10	20	0	40	40	20	0	20	40	30	20	20	20	40	10	10	30	50	0	0	40	0	0	20	20	10	20	10	0	10	20	10	10	40	20	60	0	30	20	10	10	20	40	30	30	10	0	40	30	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
